Language,ID,L1,L2,EnglishL2,English_MP,Dialect,Sex,Age,Meaning,Team,UniqueItem,Rep,Choice,ACC,Name,ISO639.3,Script,Genus,Autotyp_Area,Continent,Longitude,Latitude,Family,category,subcategory,Animacy
PL,PL_2022849,polish,english,TRUE,L2,NA,F,25,meat,KR,KR_meat.wav,4,meat,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2023368,polish,english,TRUE,L2,NA,F,43,cook,GB,GB_cook.wav,5,many,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2023605,polish,english,TRUE,L2,NA,F,21,dull,GB,GB_dull.wav,1,dull,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2060282,polish,english,TRUE,L2,NA,F,31,cook,KD,KD_cook.wav,5,deer,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2081616,polish,english,TRUE,L2,NA,F,65,small,TM,TM_small.wav,15,big,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2048837,polish,english ,TRUE,L2,NA,F,28,pound,IL,IL_pound.wav,3,pound,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2014368,polish,"english, french",TRUE,L2,NA,F,28,many,KR,KR_many.wav,4,cook,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,quantifier,animate
PL,PL_2016033,polish,"english, french",TRUE,L2,NA,M,20,meat,IL,IL_meat.wav,2,good,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2019534,polish,"english, french",TRUE,L2,NA,F,20,big,GB,GB_big.wav,2,big,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
EN,EN_2032036,polish,"english, french, italian ",TRUE,L2,NA,F,34,good,NC,NC_good.wav,2,good,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,property,adjective,animate
EN,EN_1993336,polish,"english, german",TRUE,L2,NA,F,27,dull,BW,BW_dull.wav,2,dull,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,property,adjective,animate
PL,PL_1997874,polish,"english, german",TRUE,L2,NA,F,27,knife,KD,KD_knife.wav,1,knife,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2015927,polish,"english, german",TRUE,L2,NA,M,25,cook,KD,KD_cook.wav,2,good,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2018013,polish,"english, german",TRUE,L2,NA,F,22,woman,IL,IL_woman.wav,2,fruit,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,people,animate
PL,PL_2018041,polish,"english, german",TRUE,L2,NA,F,18,rock,IL,IL_rock.wav,4,rock,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2018421,polish,"english, german",TRUE,L2,NA,F,18,deer,KD,KD_deer.wav,2,deer,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,animal,animate
PL,PL_2020067,polish,"english, german",TRUE,L2,NA,F,18,snake,NC,NC_snake.wav,2,cut,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,animal,animate
PL,PL_2020484,polish,"english, german",TRUE,L2,NA,F,18,dull,BW,BW_dull.wav,4,dull,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2021622,polish,"english, german",TRUE,L2,NA,F,23,knife,KD,KD_knife.wav,1,knife,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2023711,polish,"english, german",TRUE,L2,silesian,F,23,eat,KR,KR_eat.wav,3,eat,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2024564,polish,"english, german",TRUE,L2,NA,F,25,knife,BW,BW_knife.wav,1,meat,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2028145,polish,"english, german",TRUE,L2,NA,M,18,rock,IL,IL_rock.wav,3,rock,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2034654,polish,"english, german",TRUE,L2,NA,M,23,big,BW,BW_big.wav,7,fire,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2060961,polish,"english, german",TRUE,L2,NA,F,22,big,GB,GB_big.wav,2,big,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2014763,polish,"english, german, french",TRUE,L2,NA,F,22,fire,KD,KD_fire.wav,5,cut,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
PL,PL_2011259,polish,"english, german, hindi, sanskrit, japanese",TRUE,L2,NA,M,36,woman,KR,KR_woman.wav,4,woman,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,people,animate
PL,PL_2023456,polish,"english, german, italian",TRUE,L2,NA,F,19,bad,BW,BW_bad.wav,4,bad,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2060528,polish,"english, german, spanish",TRUE,L2,NA,F,26,hunt,BW,BW_hunt.wav,5,that,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2017373,polish,"english, german, spanish, russian",TRUE,L2,NA,F,19,dull,BW,BW_dull.wav,2,dull,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2015079,polish,"english, portuguese, spanish, german",TRUE,L2,poznan,M,29,tiger,BW,BW_tiger.wav,1,tiger,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,animal,animate
PL,PL_2011661,polish,"english, russian",TRUE,L2,NA,F,21,big,MS,MS_big.wav,2,eat,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2044384,polish,"english, russian",TRUE,L2,NA,M,30,gather,KR,KR_gather.wav,3,eat,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2048976,polish,"english, russian, german, spanish",TRUE,L2,NA,F,33,snake,SU,SU_snake.wav,2,snake,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,animal,animate
PL,PL_2021728,polish,"english, spanish, german",TRUE,L2,NA,F,18,hide,KD,KD_hide.wav,5,fire,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2056018,polish,"german, english",TRUE,L2,NA,F,25,gather,AB,AB_gather.wav,2,dull,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2061440,polish,"german, english",TRUE,L2,NA,F,27,many,LJ,LJ_many.wav,3,small,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,quantifier,animate
PL,PL_2022234,polish,"german, english, norwegian, hungarian",TRUE,L2,NA,F,30,cook,GB,GB_cook.wav,4,cook,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,action,action,animate
PL,PL_2051650,polish,"spanish, english, french, italian, czech",TRUE,L2,NA,M,27,bad,BW,BW_bad.wav,3,sharp,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2018879,polish,"spanish, english, german, russian",TRUE,L2,NA,M,18,meat,BW,BW_meat.wav,1,tiger,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,inanimate,inanimate
EN,EN_2033313,polish ,english ,TRUE,L2,NA,F,44,small,NC,NC_small.wav,3,water,0,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,property,adjective,animate
PL,PL_2014900,"polish, silesian","german, english",TRUE,L2,NA,F,28,this,IL,IL_this.wav,6,dull,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,demonstrative,animate
EN,EN_2033419,portuguese,english,TRUE,L2,NA,F,32,man,KD,KD_man.wav,2,man,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,people,animate
PT,PT_2121381,portuguese,english,TRUE,L2,NA,M,23,child,IL,IL_child.wav,2,child,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,people,animate
PT,PT_2122428,portuguese,english,TRUE,L2,mineiro,M,36,that,NC,NC_that.wav,8,meat,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,demonstrative,animate
PT,PT_2123079,portuguese,english,TRUE,L2,alentejan,F,23,deer,KD,KD_deer.wav,2,deer,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,animal,animate
PT,PT_2125094,portuguese,english,TRUE,L2,NA,M,26,that,NC,NC_that.wav,4,big,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,demonstrative,animate
PT,PT_2125371,portuguese,english,TRUE,L2,NA,F,20,many,LJ,LJ_many.wav,3,many,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,quantifier,animate
PT,PT_2127150,portuguese,english,TRUE,L2,NA,F,32,pound,NC,NC_pound.wav,3,pound,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2127347,portuguese,english,TRUE,L2,NA,F,42,sleep,KD,KD_sleep.wav,1,sleep,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2128094,portuguese,english,TRUE,L2,NA,M,59,dull,IL,IL_dull.wav,1,woman,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2129609,portuguese,english,TRUE,L2,european,F,29,cut,KR,KR_cut.wav,1,dull,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2130648,portuguese,english,TRUE,L2,european,M,47,hunt,BW,BW_hunt.wav,1,deer,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2130955,portuguese,english,TRUE,L2,NA,F,37,meat,BW,BW_meat.wav,2,eat,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,inanimate,inanimate
PT,PT_2129023,portuguese,english ,TRUE,L2,european,F,47,dull,IL,IL_dull.wav,2,dull,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2122973,portuguese,"english, french",TRUE,L2,NA,F,35,child,SU,SU_child.wav,1,child,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,people,animate
PT,PT_2129128,portuguese,"english, french",TRUE,L2,NA,F,34,hunt,GB,GB_hunt.wav,3,hunt,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2129331,portuguese,"english, french",TRUE,L2,european,F,35,that,BW,BW_that.wav,4,good,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,demonstrative,animate
EN,EN_2094717,portuguese,"english, french, japanese",TRUE,L2,NA,M,31,bad,BW,BW_bad.wav,2,bad,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,property,adjective,animate
PT,PT_2123458,portuguese,"english, french, spanish",TRUE,L2,NA,F,35,woman,IL,IL_woman.wav,4,woman,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,people,animate
PT,PT_2123185,portuguese,"english, german, czech, french",TRUE,L2,NA,M,25,many,KR,KR_many.wav,14,many,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,quantifier,animate
PT,PT_2127615,portuguese,"english, german, russian",TRUE,L2,NA,F,34,cook,GB,GB_cook.wav,3,cook,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2122286,portuguese,"english, spanish",TRUE,L2,brasilian,M,50,small,IL,IL_small.wav,3,small,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2124444,portuguese,"english, spanish",TRUE,L2,NA,F,19,hide,IL,IL_hide.wav,2,hide,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,action,action,animate
PT,PT_2124762,portuguese,"english, spanish",TRUE,L2,brasilian,F,26,many,GB,GB_many.wav,3,dull,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,quantifier,animate
PT,PT_2128268,portuguese,"english, spanish",TRUE,L2,alentejan,M,34,man,IL,IL_man.wav,2,man,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,people,animate
PT,PT_2124550,portuguese,"english, spanish, french",TRUE,L2,bmdb,F,22,tiger,NC,NC_tiger.wav,4,tiger,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,animal,animate
PT,PT_2123670,portuguese,"english, spanish, french, calatan",TRUE,L2,NA,M,42,knife,IL,IL_knife.wav,3,knife,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,inanimate,inanimate
PT,PT_2124772,portuguese,"english, spanish, french, italian",TRUE,L2,NA,M,26,dull,IL,IL_dull.wav,2,sleep,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2128893,portuguese,"english, spanish, french, italian, german",TRUE,L2,NA,M,22,deer,IL,IL_deer.wav,3,gather,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,animal,animate
PT,PT_2121964,portuguese,"french, english, spanish, italian",TRUE,L2,mineiro,M,44,good,NC,NC_good.wav,3,good,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2124331,portuguese,"german, spanish, english, italian",TRUE,L2,NA,M,22,tiger,KR,KR_tiger.wav,5,tiger,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,animal,animate
PT,PT_2121235,portuguese,"spanish, english",TRUE,L2,NA,F,43,man,BW,BW_man.wav,3,water,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,noun,people,animate
PT,PT_2127988,portuguese,"spanish, english",TRUE,L2,NA,M,30,that,NC,NC_that.wav,1,that,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,demonstrative,animate
PT,PT_2124225,portuguese ,"english, french ",TRUE,L2,NA,F,20,good,GB,GB_good.wav,3,good,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2123780,portuguese ,"english, french, spanish ",TRUE,L2,NA,F,40,dull,BW,BW_dull.wav,2,one,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2121096,portuguese ,"english, spanish, french ",TRUE,L2,NA,F,58,one,KR,KR_one.wav,7,this,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,quantifier,animate
PT,PT_2124013,portuguese ,"english, spanish, french ",TRUE,L2,NA,F,19,bad,IL,IL_bad.wav,2,bad,1,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
PT,PT_2122070,portuguese ,"english, spanish, french, german ",TRUE,L2,NA,M,35,dull,GB,GB_dull.wav,4,fruit,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
RO,RO_2050221,romanian,english,TRUE,L2,NA,F,41,dull,GB,GB_dull.wav,2,woman,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,adjective,animate
RO,RO_2050718,romanian,english,TRUE,L2,NA,F,29,woman,KR,KR_woman.wav,9,woman,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,people,animate
RO,RO_2052027,romanian,english,TRUE,L2,NA,F,34,child,SU,SU_child.wav,1,child,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,people,animate
RO,RO_2068312,romanian,english,TRUE,L2,NA,F,28,good,NC,NC_good.wav,2,woman,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,adjective,animate
RO,RO_2071740,romanian,english,TRUE,L2,NA,F,20,knife,BW,BW_knife.wav,4,cut,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,inanimate,inanimate
RO,RO_2114036,romanian,english,TRUE,L2,NA,F,20,woman,KR,KR_woman.wav,2,that,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,people,animate
RO,RO_2050066,romanian,"english, french",TRUE,L2,NA,F,38,tiger,NC,NC_tiger.wav,1,tiger,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,animal,animate
RO,RO_2058262,romanian,"english, french",TRUE,L2,NA,F,41,man,KD,KD_man.wav,2,man,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,people,animate
RO,RO_2049681,romanian,"english, french, german",TRUE,L2,NA,F,30,cut,GB,GB_cut.wav,1,cut,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,action,action,animate
RO,RO_2055912,romanian,"english, french, german",TRUE,L2,NA,F,43,hunt,BW,BW_hunt.wav,3,man,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,action,action,animate
RO,RO_2068210,romanian,"english, french, italian",TRUE,L2,NA,F,32,small,IL,IL_small.wav,1,woman,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,adjective,animate
RO,RO_2071533,romanian,"english, french, spanish, german, polish, hungarian, portuguese",TRUE,L2,NA,F,33,that,BW,BW_that.wav,2,this,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,demonstrative,animate
RO,RO_2089172,romanian,"english, german",TRUE,L2,NA,F,20,many,LJ,LJ_many.wav,3,meat,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,quantifier,animate
RO,RO_2051756,romanian,"english, german, spanish, french",TRUE,L2,NA,F,34,that,KD,KD_that.wav,2,that,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,demonstrative,animate
RO,RO_2069546,romanian,"english, hungarian",TRUE,L2,NA,M,35,meat,BW,BW_meat.wav,2,meat,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,inanimate,inanimate
RO,RO_2050993,romanian,"english, italian",TRUE,L2,NA,F,31,small,IL,IL_small.wav,2,small,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,adjective,animate
RO,RO_2068357,romanian,"english, italian, spanish",TRUE,L2,NA,F,33,this,IL,IL_this.wav,3,eat,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,demonstrative,animate
RO,RO_2068571,romanian,"english, spanish",TRUE,L2,NA,F,34,man,KD,KD_man.wav,1,gather,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,people,animate
RO,RO_2072222,romanian,"english, spanish",TRUE,L2,NA,F,19,many,GB,GB_many.wav,2,water,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,quantifier,animate
RO,RO_2050433,romanian,"english, spanish, german, italian",TRUE,L2,NA,F,40,this,SU,SU_this.wav,3,deer,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,property,demonstrative,animate
RO,RO_2052428,romanian,"french, english",TRUE,L2,NA,F,31,meat,KR,KR_meat.wav,3,meat,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,inanimate,inanimate
RO,RO_2072586,romanian ,english,TRUE,L2,NA,F,18,rock,KR,KR_rock.wav,25,cut,0,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,inanimate,inanimate
RO,RO_2049923,romanian ,english ,TRUE,L2,NA,F,37,tiger,NC,NC_tiger.wav,2,tiger,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,animal,animate
RO,RO_2051116,romanian ,"english, spanish",TRUE,L2,NA,F,28,deer,KD,KD_deer.wav,2,deer,1,Romanian,ron,roman,IE,Europe,W and SW Eurasia,25,46,IE,noun,animal,animate
EN,EN_2031091,russian,english,TRUE,L2,NA,M,25,child,GB,GB_child.wav,4,child,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,people,animate
RU,RU_2062614,russian,english,TRUE,L2,NA,F,62,dull,BW,BW_dull.wav,8,good,0,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,adjective,animate
RU,RU_2063117,russian,english,TRUE,L2,NA,F,53,knife,KD,KD_knife.wav,3,knife,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,inanimate,inanimate
RU,RU_2065958,russian,english,TRUE,L2,NA,F,30,cut,KR,KR_cut.wav,2,cut,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
RU,RU_2067357,russian,english,TRUE,L2,NA,F,19,bad,BW,BW_bad.wav,2,bad,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,adjective,animate
RU,RU_2067463,russian,english,TRUE,L2,NA,F,23,child,IL,IL_child.wav,1,child,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,people,animate
RU,RU_2067569,russian,english,TRUE,L2,NA,F,22,tiger,KR,KR_tiger.wav,4,this,0,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,animal,animate
RU,RU_2067617,russian,english,TRUE,L2,NA,F,20,pound,KR,KR_pound.wav,5,dull,0,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
RU,RU_2082071,russian,english,TRUE,L2,NA,F,21,this,IL,IL_this.wav,2,this,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,demonstrative,animate
RU,RU_2095225,russian,english,TRUE,L2,NA,M,22,fire,GB,GB_fire.wav,2,fire,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,inanimate,inanimate
RU,RU_2065744,russian,english ,TRUE,L2,NA,F,44,pound,KR,KR_pound.wav,2,pound,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
AM,AM_2124652,russian,"english, armenian, french",TRUE,L2,karabakh,F,26,small,TM,TM_small.wav,2,small,1,Amharic,amh,different,Afro-Asiatic,Greater Abyssinia,Africa,38,10,other,property,adjective,animate
RU,RU_2064657,russian,"english, czech",TRUE,L2,NA,F,20,fruit,KD,KD_fruit.wav,3,fruit,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,inanimate,inanimate
RU,RU_2068102,russian,"english, czech",TRUE,L2,NA,F,21,child,GB,GB_child.wav,1,child,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,people,animate
FR,FR_2105186,russian,"english, french",TRUE,L2,NA,M,26,fruit,GB,GB_fruit.wav,1,eat,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2105020,russian,"english, french ",TRUE,L2,NA,F,22,woman,IL,IL_woman.wav,1,woman,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,people,animate
AM,AM_2135351,russian,"english, french, italian",TRUE,L2,NA,F,23,pound,KR,KR_pound.wav,4,pound,1,Amharic,amh,different,Afro-Asiatic,Greater Abyssinia,Africa,38,10,other,action,action,animate
RU,RU_2205067,russian,"english, german",TRUE,L2,NA,F,29,deer,KD,KD_deer.wav,1,deer,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,animal,animate
RU,RU_2062520,russian,"english, german, french",TRUE,L2,NA,F,30,small,IL,IL_small.wav,2,good,0,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,adjective,animate
RU,RU_2065214,russian,"english, german, french",TRUE,L2,NA,F,27,that,NC,NC_that.wav,7,that,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,demonstrative,animate
RU,RU_2064048,russian,"english, german, french, hebrew",TRUE,L2,NA,F,45,hunt,IL,IL_hunt.wav,1,hunt,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
RU,RU_2065792,russian,"english, german, spanish",TRUE,L2,NA,F,28,man,IL,IL_man.wav,1,clapping,0,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,people,animate
RU,RU_2061788,russian,"english, hebrew",TRUE,L2,NA,M,47,bad,BW,BW_bad.wav,4,bad,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,adjective,animate
RU,RU_2071317,russian,"english, hebrew",TRUE,L2,NA,M,45,water,SU,SU_water.wav,1,water,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,inanimate,inanimate
RU,RU_2066663,russian,"english, korean",TRUE,L2,NA,F,20,man,KD,KD_man.wav,3,dull,0,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,people,animate
RU,RU_2066433,russian,"english, spanish",TRUE,L2,NA,F,20,cut,KR,KR_cut.wav,2,cut,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
EE,EE_2065426,russian,"estonian, english",TRUE,L2,NA,F,49,sharp,KD,KD_sharp.wav,3,sleep,0,Estonian,est,roman,Finno-Ugric,Inner Asia,N-C Asia,26,59,other,property,adjective,animate
RU,RU_2066788,russian,"french, english",TRUE,L2,NA,F,30,that,KD,KD_that.wav,4,that,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,property,demonstrative,animate
RU,RU_2065108,russian,"german, english",TRUE,L2,NA,F,30,fruit,KD,KD_fruit.wav,2,fruit,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,inanimate,inanimate
RU,RU_2065638,russian,"german, english",TRUE,L2,NA,F,35,eat,KD,KD_eat.wav,2,eat,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
RU,RU_2063228,russian,"japanese, english",TRUE,L2,NA,F,56,sleep,NC,NC_sleep.wav,1,sleep,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,action,action,animate
ES,ES_2083727,spanish,"catalan, english, french, german, italian, portuguese, swedish, japanese",TRUE,L2,NA,M,54,sharp,KD,KD_sharp.wav,1,sharp,1,Spanish,spa,roman,IE,Europe,W and SW Eurasia,-4,40,IE,property,adjective,animate
EN,EN_2030899,spanish,english,TRUE,L2,NA,F,35,deer,NC,NC_deer.wav,8,sleep,0,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,animal,animate
EN,EN_2033987,spanish,english,TRUE,L2,NA,M,36,gather,GB,GB_gather.wav,3,gather,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,action,action,animate
ES,ES_2066170,spanish,english,TRUE,L2,basque ,M,35,this,NC,NC_this.wav,5,one,0,Spanish,spa,roman,IE,Europe,W and SW Eurasia,-4,40,IE,property,demonstrative,animate
ES,ES_2084849,spanish,english,TRUE,L2,NA,F,44,good,NC,NC_good.wav,7,water,0,Spanish,spa,roman,IE,Europe,W and SW Eurasia,-4,40,IE,property,adjective,animate
