Language,ID,L1,L2,EnglishL2,English_MP,Dialect,Sex,Age,Meaning,Team,UniqueItem,Rep,Choice,ACC,Name,ISO639.3,Script,Genus,Autotyp_Area,Continent,Longitude,Latitude,Family,category,subcategory,Animacy
FR,FR_2088693,french,english,TRUE,L2,NA,F,25,hunt,BW,BW_hunt.wav,2,hunt,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2088799,french,english,TRUE,L2,NA,F,39,that,KD,KD_that.wav,2,cut,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,demonstrative,animate
FR,FR_2099122,french,english,TRUE,L2,NA,F,57,dull,BW,BW_dull.wav,4,one,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2100536,french,english,TRUE,L2,NA,M,38,gather,GB,GB_gather.wav,2,cut,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2100701,french,english,TRUE,L2,NA,M,41,tiger,BW,BW_tiger.wav,3,tiger,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,animal,animate
FR,FR_2100714,french,english,TRUE,L2,NA,F,56,small,IL,IL_small.wav,5,deer,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2100971,french,english,TRUE,L2,NA,M,30,sharp,KD,KD_sharp.wav,5,hunt,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2101720,french,english,TRUE,L2,NA,F,59,man,KD,KD_man.wav,2,hunt,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,people,animate
FR,FR_2101747,french,english,TRUE,L2,NA,F,24,cook,KD,KD_cook.wav,3,fire,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2102035,french,english,TRUE,L2,NA,F,72,meat,BW,BW_meat.wav,3,meat,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2102421,french,english,TRUE,L2,NA,M,52,hide,NC,NC_hide.wav,2,hide,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2102527,french,english,TRUE,L2,NA,F,24,child,GB,GB_child.wav,3,child,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,people,animate
FR,FR_2104340,french,english,TRUE,L2,NA,M,22,sleep,NC,NC_sleep.wav,1,sleep,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2106314,french,english,TRUE,L2,NA,M,25,good,IL,IL_good.wav,1,big,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2106623,french,english,TRUE,L2,NA,M,59,meat,KR,KR_meat.wav,2,tiger,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2112372,french,english,TRUE,L2,NA,F,35,fire,GB,GB_fire.wav,2,fire,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2123564,french,english,TRUE,L2,NA,F,19,deer,KD,KD_deer.wav,2,cut,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,animal,animate
FR,FR_2103653,french,english spanish,TRUE,L2,NA,F,22,good,IL,IL_good.wav,4,good,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2107540,french,"english, a little bit german",TRUE,L2,NA,F,25,gather,GB,GB_gather.wav,1,this,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2093434,french,"english, a little bit italian, a little bit german, a little bit spanish ",TRUE,L2,NA,F,32,many,GB,GB_many.wav,2,cook,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,quantifier,animate
FR,FR_2119495,french,"english, a little bit italian, a little bit spanish",TRUE,L2,NA,M,40,sharp,IL,IL_sharp.wav,5,sleep,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2102654,french,"english, a little bit japanese",TRUE,L2,NA,M,35,man,IL,IL_man.wav,1,many,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,people,animate
FR,FR_2103402,french,"english, german",TRUE,L2,NA,M,28,fire,IL,IL_fire.wav,4,fire,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2113913,french,"english, german",TRUE,L2,NA,F,51,one,KR,KR_one.wav,2,one,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,quantifier,animate
FR,FR_2098612,french,"english, german, a little bit indonesian",TRUE,L2,NA,F,39,eat,KD,KD_eat.wav,1,eat,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2107646,french,"english, italian, spanish",TRUE,L2,NA,F,28,good,GB,GB_good.wav,4,good,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2107244,french,"english, spanish",TRUE,L2,NA,F,47,fire,GB,GB_fire.wav,3,fire,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2107395,french,"english, spanish, italian",TRUE,L2,NA,F,52,gather,AB,AB_gather.wav,2,gather,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,action,action,animate
FR,FR_2107027,french,"english,spanish,italian, german",TRUE,L2,NA,F,73,woman,BW,BW_woman.wav,2,water,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,people,animate
FR,FR_2098048,french,"german, english",TRUE,L2,NA,F,58,small,TM,TM_small.wav,2,hide,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2104234,french,"italian, english",TRUE,L2,NA,F,21,woman,KR,KR_woman.wav,3,man,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,people,animate
FR,FR_2106427,french,"polish, spanish, english",TRUE,L2,NA,F,26,deer,KD,KD_deer.wav,4,bad,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,animal,animate
FR,FR_2098380,french ,"english, german",TRUE,L2,NA,F,39,big,MS,MS_big.wav,4,big,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,adjective,animate
FR,FR_2108947,french ,"english, italian",TRUE,L2,NA,F,50,water,SU,SU_water.wav,4,water,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,inanimate,inanimate
FR,FR_2099642,french ,"english, spanish, german ",TRUE,L2,NA,F,46,tiger,NC,NC_tiger.wav,4,knife,0,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,noun,animal,animate
FR,FR_2120324,"french, spanish",english,TRUE,L2,NA,F,20,one,KR,KR_one.wav,5,one,1,French,fra,roman,IE,Europe,W and SW Eurasia,25,62,IE,property,quantifier,animate
GE,GE_2145379,georgian,"english, russian",TRUE,L2,NA,M,33,rock,IL,IL_rock.wav,2,pound,0,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,noun,inanimate,inanimate
GE,GE_2199787,georgian,"english, russian",TRUE,L2,NA,F,29,good,NC,NC_good.wav,1,good,1,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,property,adjective,animate
GE,GE_2113770,georgian,"english, russian, greek",TRUE,L2,NA,F,42,hide,KD,KD_hide.wav,9,hide,1,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,action,action,animate
GE,GE_2130542,georgian,"english, russian, greek, german",TRUE,L2,NA,F,39,many,LJ,LJ_many.wav,1,this,0,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,property,quantifier,animate
GE,GE_2111129,georgian,"english, turkish, french",TRUE,L2,adjaran,F,25,gather,AB,AB_gather.wav,4,hunt,0,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,action,action,animate
GE,GE_2111235,georgian,"german, english, russian",TRUE,L2,NA,F,37,this,SU,SU_this.wav,12,this,1,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,property,demonstrative,animate
GE,GE_2131086,georgian,"russian, english, greek",TRUE,L2,NA,F,42,eat,KD,KD_eat.wav,1,eat,1,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,action,action,animate
GE,GE_2111237,"georgian, mingrelian","english, russian",TRUE,L2,NA,F,32,woman,IL,IL_woman.wav,3,snake,0,Georgian,kat,different,Kartvelian,Greater Mesopotamia,W and SW Eurasia,44,42,other,noun,people,animate
DE,DE_2002066,german,english,TRUE,L2,NA,F,61,small,TM,TM_small.wav,2,many,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2003687,german,english,TRUE,L2,NA,F,48,one,KR,KR_one.wav,2,one,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,quantifier,animate
DE,DE_2007257,german,english,TRUE,L2,NA,F,37,this,NC,NC_this.wav,2,good,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,demonstrative,animate
DE,DE_2009902,german,english,TRUE,L2,palatine,M,55,rock,KR,KR_rock.wav,3,that,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2010153,german,english,TRUE,L2,berlin,F,28,small,IL,IL_small.wav,3,small,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2016253,german,english,TRUE,L2,NA,F,32,fire,IL,IL_fire.wav,1,fire,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2018651,german,english,TRUE,L2,NA,F,48,woman,IL,IL_woman.wav,1,many,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,people,animate
DE,DE_2021892,german,english,TRUE,L2,NA,F,33,good,NC,NC_good.wav,1,cook,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2025321,german,english,TRUE,L2,swabian,F,45,snake,BW,BW_snake.wav,4,big,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,animal,animate
DE,DE_2026290,german,english,TRUE,L2,NA,M,48,snake,NC,NC_snake.wav,2,snake,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,animal,animate
DE,DE_2037056,german,english,TRUE,L2,NA,F,32,tiger,NC,NC_tiger.wav,1,deer,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,animal,animate
DE,DE_2043986,german,english,TRUE,L2,NA,F,42,that,KD,KD_that.wav,2,that,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,demonstrative,animate
DE,DE_2055195,german,english,TRUE,L2,NA,F,25,fruit,IL,IL_fruit.wav,2,fruit,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2117137,german,english,TRUE,L2,NA,F,30,water,SU,SU_water.wav,3,water,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
EN,EN_2044492,german,english,TRUE,L2,NA,M,52,fire,GB,GB_fire.wav,2,fire,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,inanimate,inanimate
ZU,ZU_2059726,german,english,TRUE,L2,NA,M,53,rock,KR,KR_rock.wav,1,dull,0,Zulu,zul,roman,Benue-Congo,S Africa,Africa,30,-30,other,noun,inanimate,inanimate
EN,EN_2035547,german,"english, a little bit french, a little bit hindi, a little bit italian, latin ",TRUE,L2,NA,F,28,gather,GB,GB_gather.wav,2,deer,0,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,action,action,animate
DE,DE_2044122,german,"english, arabic",TRUE,L2,NA,M,49,fruit,IL,IL_fruit.wav,3,fruit,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2032454,german,"english, dutch",TRUE,L2,NA,F,29,hunt,IL,IL_hunt.wav,3,hunt,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2035082,german,"english, dutch",TRUE,L2,NA,F,29,this,NC,NC_this.wav,6,woman,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,demonstrative,animate
DE,DE_2009354,german,"english, french",TRUE,L2,NA,F,29,man,IL,IL_man.wav,5,eat,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,people,animate
DE,DE_2009857,german,"english, french",TRUE,L2,NA,M,30,good,IL,IL_good.wav,1,good,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2011955,german,"english, french",TRUE,L2,NA,F,34,meat,IL,IL_meat.wav,3,eat,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2020666,german,"english, french",TRUE,L2,NA,F,28,man,IL,IL_man.wav,1,hunt,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,people,animate
DE,DE_2021203,german,"english, french",TRUE,L2,NA,F,55,one,NC,NC_one.wav,3,rock,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,quantifier,animate
DE,DE_2028933,german,"english, french",TRUE,L2,southfranconian,M,33,dull,IL,IL_dull.wav,1,dull,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2037869,german,"english, french",TRUE,L2,NA,F,53,eat,KR,KR_eat.wav,1,eat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2039750,german,"english, french",TRUE,L2,northern,F,79,hide,KD,KD_hide.wav,2,tiger,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2040180,german,"english, french",TRUE,L2,NA,F,36,eat,KD,KD_eat.wav,1,eat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2072116,german,"english, french",TRUE,L2,NA,F,42,tiger,KR,KR_tiger.wav,2,tiger,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,animal,animate
DE,DE_2017196,german,"english, french ",TRUE,L2,bavarian,F,27,sharp,NC,NC_sharp.wav,1,sharp,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2018342,german,"english, french, a little bit italian, a little bit spanish",TRUE,L2,bavarian,M,36,eat,KR,KR_eat.wav,1,eat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2013436,german,"english, french, catalan, spanish, russian, czech, italian",TRUE,L2,NA,F,66,meat,IL,IL_meat.wav,1,eat,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2020772,german,"english, french, dutch",TRUE,L2,NA,F,24,woman,IL,IL_woman.wav,1,woman,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,people,animate
DE,DE_2046800,german,"english, french, finnish",TRUE,L2,NA,F,25,cook,GB,GB_cook.wav,2,cook,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2008469,german,"english, french, hungarian",TRUE,L2,NA,M,42,pound,NC,NC_pound.wav,3,pound,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2015119,german,"english, french, latin",TRUE,L2,NA,F,21,hunt,IL,IL_hunt.wav,2,hunt,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2024982,german,"english, french, latin",TRUE,L2,NA,M,33,small,NC,NC_small.wav,3,small,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2109173,german,"english, french, latin, italian",TRUE,L2,berlin,F,37,rock,KR,KR_rock.wav,6,rock,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2035188,german,"english, french, spanish",TRUE,L2,swissgerman,M,30,meat,IL,IL_meat.wav,2,meat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2043127,german,"english, french, spanish",TRUE,L2,NA,F,50,knife,KD,KD_knife.wav,3,knife,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2007185,german,"english, french, spanish, catalan, turkish",TRUE,L2,NA,M,50,good,NC,NC_good.wav,6,tiger,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2008182,german,"english, french, spanish, dutch, danish, swedish",TRUE,L2,NA,F,27,water,SU,SU_water.wav,1,water,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2055806,german,"english, french, spanish, dutch, NGT, irish",TRUE,L2,NA,F,26,meat,BW,BW_meat.wav,4,hunt,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2007595,german,"english, french, spanish, japanese",TRUE,L2,NA,F,32,fruit,IL,IL_fruit.wav,3,fruit,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2019115,german,"english, french, spanish, polish",TRUE,L2,NA,F,22,fire,IL,IL_fire.wav,1,fire,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2035314,german,"english, french, turkish, russian",TRUE,L2,NA,F,23,sharp,KD,KD_sharp.wav,1,sharp,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2007942,german,"english, italian, french",TRUE,L2,NA,F,20,man,BW,BW_man.wav,4,man,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,people,animate
DE,DE_2009820,german,"english, italian, french",TRUE,L2,NA,F,44,knife,IL,IL_knife.wav,3,deer,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2017541,german,"english, latin",TRUE,L2,NA,F,20,one,NC,NC_one.wav,1,clapping,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,quantifier,animate
DE,DE_2037989,german,"english, polish",TRUE,L2,NA,F,30,fruit,IL,IL_fruit.wav,2,fruit,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
PT,PT_2123907,german,"english, portuguese, spanish, french ",TRUE,L2,brasilian,F,20,sharp,NC,NC_sharp.wav,3,hunt,0,Portuguese,por,roman,IE,Europe,W and SW Eurasia,-8,39,IE,property,adjective,animate
DE,DE_2016675,german,"english, potuguese, french, spanish",TRUE,L2,NA,F,49,this,SU,SU_this.wav,3,man,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,demonstrative,animate
DE,DE_2016147,german,"english, russian, dutch",TRUE,L2,NA,M,49,dull,BW,BW_dull.wav,2,bad,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2055406,german,"english, russian, potuguese",TRUE,L2,NA,F,31,fruit,KD,KD_fruit.wav,4,fruit,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2026502,german,"english, russian, spanish, swedish",TRUE,L2,NA,F,39,big,BW,BW_big.wav,4,deer,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2017828,german,"english, spanish",TRUE,L2,NA,F,30,gather,GB,GB_gather.wav,4,gather,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2038972,german,"english, spanish, dutch",TRUE,L2,NA,M,47,meat,IL,IL_meat.wav,2,meat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2021088,german,"english, spanish, finnish, swedish",TRUE,L2,NA,F,24,bad,IL,IL_bad.wav,1,bad,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2007575,german,"english, spanish, french, dutch, hungarian",TRUE,L2,carinthian,F,28,eat,KD,KD_eat.wav,1,eat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2025088,german,"english, spanish, japanese, french",TRUE,L2,NA,F,24,child,GB,GB_child.wav,1,child,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,people,animate
DE,DE_2039440,german,"english, swedish",TRUE,L2,NA,F,23,sleep,NC,NC_sleep.wav,1,sleep,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2015371,german,"english, swedish, italian, spanish",TRUE,L2,"hessian, northern, platt",F,27,meat,BW,BW_meat.wav,2,eat,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2020887,german,"english, swedish, norwegian",TRUE,L2,NA,F,25,that,KD,KD_that.wav,3,tiger,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,demonstrative,animate
DE,DE_2036752,german,"french, english",TRUE,L2,rhine franconian,F,21,eat,KR,KR_eat.wav,1,eat,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2026608,german,"french, english, german",TRUE,L2,NA,F,29,rock,KR,KR_rock.wav,3,good,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,inanimate,inanimate
DE,DE_2006973,german,"french, english, italian, vietnamese, turkish",TRUE,L2,NA,F,28,one,BW,BW_one.wav,2,woman,0,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,quantifier,animate
DE,DE_2022372,german,"french, english, russian, spanish",TRUE,L2,NA,F,26,snake,BW,BW_snake.wav,4,snake,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,animal,animate
DE,DE_2036644,german,"french, english, spanish",TRUE,L2,moselle franconian,M,50,snake,SU,SU_snake.wav,1,snake,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,noun,animal,animate
IT,IT_2100872,german,"italian, english, spanish, french",TRUE,L2,NA,F,49,bad,BW,BW_bad.wav,1,bad,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2070920,german,"italian, french, english",TRUE,L2,NA,M,59,woman,KR,KR_woman.wav,6,dull,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
DE,DE_2017558,german ,english ,TRUE,L2,hessian,M,25,sleep,NC,NC_sleep.wav,2,sleep,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
DE,DE_2043880,"german, english","french, swedish",FALSE,L1,NA,F,29,big,GB,GB_big.wav,3,big,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,property,adjective,animate
DE,DE_2039334,"german, turkish","english, norwegian",TRUE,L2,NA,F,32,cook,KR,KR_cook.wav,2,cook,1,German,deu,roman,IE,Europe,W and SW Eurasia,10,52,IE,action,action,animate
GR,GR_2037268,greek,"dutch, english, german",TRUE,L2,NA,F,28,small,IL,IL_small.wav,3,this,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2053562,greek,english,TRUE,L2,NA,M,25,hunt,GB,GB_hunt.wav,3,fire,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2055020,greek,english,TRUE,L2,NA,F,25,gather,GB,GB_gather.wav,3,fire,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2144270,greek,english,TRUE,L2,NA,M,42,dull,BW,BW_dull.wav,5,dull,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2038207,greek,"english, french",TRUE,L2,NA,M,29,meat,BW,BW_meat.wav,1,eat,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,inanimate,inanimate
GR,GR_2052566,greek,"english, french",TRUE,L2,NA,M,33,small,IL,IL_small.wav,4,sleep,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2053235,greek,"english, french",TRUE,L2,NA,F,38,fruit,KD,KD_fruit.wav,1,eat,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,inanimate,inanimate
GR,GR_2053502,greek,"english, french",TRUE,L2,NA,M,26,dull,BW,BW_dull.wav,6,tiger,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2054044,greek,"english, french",TRUE,L2,NA,F,26,one,KR,KR_one.wav,6,one,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,quantifier,animate
GR,GR_2054665,greek,"english, french",TRUE,L2,NA,F,25,snake,SU,SU_snake.wav,6,snake,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,animal,animate
GR,GR_2054858,greek,"english, french",TRUE,L2,NA,F,26,cut,GB,GB_cut.wav,2,cut,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2054169,greek,"english, french ",TRUE,L2,NA,F,32,knife,BW,BW_knife.wav,3,hide,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,inanimate,inanimate
GR,GR_2054347,greek,"english, french ",TRUE,L2,NA,F,29,snake,NC,NC_snake.wav,3,sharp,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,animal,animate
GR,GR_2055527,greek,"english, french, arabic",TRUE,L2,NA,M,32,this,IL,IL_this.wav,3,eat,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,demonstrative,animate
GR,GR_2055292,greek,"english, french, german",TRUE,L2,NA,F,25,dull,IL,IL_dull.wav,26,dull,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2037777,greek,"english, french, portuguese, spanish",TRUE,L2,NA,F,29,eat,KD,KD_eat.wav,2,eat,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2052834,greek,"english, french, spanish, german",TRUE,L2,NA,F,43,small,IL,IL_small.wav,3,fruit,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2039546,greek,"english, german",TRUE,L2,NA,F,25,man,KD,KD_man.wav,1,man,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,people,animate
GR,GR_2041966,greek,"english, german, chinese",TRUE,L2,NA,F,20,big,BW,BW_big.wav,2,big,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2052940,greek,"english, german, turkish",TRUE,L2,NA,F,25,tiger,BW,BW_tiger.wav,1,snake,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,animal,animate
GR,GR_2054929,greek,"english, spanish",TRUE,L2,NA,F,27,bad,BW,BW_bad.wav,7,dull,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
